English	Svenska
complexion	ansiktsfärg
complexion	ansiktshud
face-lift	ansiktslyftning
mudpack	ansiktsmask
mask	ansiktsmask
feature	ansiktsuttryck
countenance	ansiktsuttryck
expression	ansiktsuttryck
obtain	anskaffa
find	anskaffa
supply	anskaffning
procurement	anskaffning
hideous	anskrämlig
ugly	anskrämlig
ghastly	anskrämlig
eyesore	anskrämlig syn
notice	anslag
subsidy	anslag
allocation	anslag
budgetary allocation	anslag
appropriation	anslag
placard	anslag
grant	anslag
bill	anslag
poster	anslag
allowance	anslag
appropriations' request	anslagsframställning
distribution of funds	anslagsfördelning
funding system	anslagssystem
board	anslagstavla
screen	anslagstavla
news board	anslagstavla
notice board	anslagstavla
bulletin board	anslagstavla
connect	ansluta
rejoin	ansluta
affiliate	ansluta
plug into	ansluta
join	ansluta sig
associate	ansluta sig
embrace	ansluta sig till
second	ansluta sig till
join	ansluta sig till
attach oneself to	ansluta sig till
espouse	ansluta sig till
cable	ansluta till kabel-TV
affiliate	anslutas
connection	anslutning
affiliation	anslutning
association	anslutning
conformity	anslutning till statskyrkan
estimate	anslå
allocate	anslå
appropriate	anslå
allow	anslå
allot	anslå
pitch	anslå
earmark	anslå
assign	anslå
placard	anslå
post	anslå
pitch	anslå en viss ton
grant	anslå pengar
grant	anslående
appropriation	anslående
devotion	anslående av något för något ändamål
hint	anspela
allude to	anspela på
allusion	anspelning
hint	anspelning
reference	anspelning
interest	anspråk
pretense	anspråk
requirement	anspråk
claim	anspråk
pretension	anspråk
demand	anspråk
pretence	anspråk
call	anspråk
austere	anspråklös
important	anspråksfull
pretension	anspråksfullhet
unassuming	anspråkslös
modest	anspråkslös
humble	anspråkslös
simplicity	anspråkslöshet
tension	anspänning
exertion	anspänning
establishment	anstalt
arrangement	anstalt
home	anstalt
institution	anstalt
institutional care	anstaltsvård
plot	anstifta
incite	anstifta
instigate	anstifta
provoke	anstifta
engineer	anstiftare
instigator	anstiftare
prompter	anstiftare
bellwether	anstiftare
onrush	anstormning
dash	anstrykning
flavor	anstrykning
flavour	anstrykning
suggestion	anstrykning
shade	anstrykning
touch	anstrykning
strain	anstränga
task	anstränga
tax	anstränga
overstrain	anstränga alltför mycket
buckle down	anstränga sig
pitch in	anstränga sig
extend	anstränga sig
strain	anstränga sig
endeavour	anstränga sig
labour	anstränga sig
endeavor	anstränga sig
pursue	anstränga sig att nå
heavy	ansträngande
stiff	ansträngande
strenuous	ansträngande
pull	ansträngande klättring
forced	ansträngd
laboured	ansträngd
strained	ansträngd
strain	ansträngning
endeavour	ansträngning
effort	ansträngning
exertion	ansträngning
labour	ansträngning
endeavor	ansträngning
struggle	ansträngning
postpone	anstå
befit	anstå
behoove	anstå
wait	anstå
defer	anstå
become	anstå
respite	anstånd
indulgence	anstånd
deferment	anstånd
reprieve	anstånd
deferral	anstånd
hire	anställa
take on	anställa
employ	anställa
article	anställa genom kontrakt
indenture	anställa med kontrakt
divide	anställa votering
employee	anställd
personnel	anställda på en arbetsplats
job	anställning
hiring	anställning
situation	anställning
position	anställning
engagement	anställning
connection	anställning
place	anställning
tenure	anställning
employment	anställning
decent	anständig
proper	anständig
decorous	anständig
modest	anständig
decency	anständighet
grace	anständighet
decorum	anständighet
offence	anstöt
offensive	anstötlig
shocking	anstötlig
objectionable	anstötlig
bad	anstötlig
responsibility	ansvar
liability	ansvar
trust	ansvar
burden	ansvar
mantle	ansvar
mantle	ansvar för
handle	ansvara för
vouch for	ansvara för
responsibility	ansvarförbindelse
responsible	ansvarig
answerable	ansvarig
accountable	ansvarig
liable	ansvarig
responsibility	ansvarighet
responsibly	ansvarigt
discharge	ansvarsbefrielse
responsibly	ansvarserkännande
discharge	ansvarsfrihet
responsible	ansvarsfull
responsibly	ansvarsfullt
responsible	ansvarskännande
irresponsible	ansvarslös
remit	ansvarsområde
liability	ansvarsskyldighet
haunt	ansätta
vex	ansätta
beset	ansätta
worry	ansätta
press	ansätta
pinch	ansätta
crowd	ansätta
assail	ansätta
pursue	ansätta
squeeze	ansätta
grill	ansätta hårt
apply	ansöka
petition	ansökan
Application	ansökan
application	ansökan
application	ansökning
application fee	ansökningsavgift
embrace	anta
take on	anta
engage	anta
take up	anta
assume	anta
presume	anta
imagine	anta
adopt	anta
expect	anta
grant	anta
go through	anta
guess	anta
judge	anta
suppose	anta
postulate	anta
pass	anta
accept	anta
receive	anta
fix	anta fast form
suppose	antaga
hypothesise	antaga
admit	antaga
hypothesize	antaga
presumption	antagande
supposition	antagande
guess	antagande
suggestion	antagande
adoption	antagande
assumption	antagande
hypothesis	antagande
acceptance	antagande
receivable	antagbar
assumed name	antaget namn
alias	antaget namn
presumable	antaglig
probably	antagligen
presumably	antagligen
likely	antagligen
supposedly	antagligen
admission	antagning
admissions office	antagningsenhet
admission requirement	antagningskrav
admission test	antagningsprov
antagonism	antagonism
antagonist	antagonist
strength	antal
head	antal
number	antal
quantity	antal
enrolment	antal anmälda
attendance	antal deltagare
attendance	antal närvarande
pass	antas
go through	antas
intake	antas
molest	antasta
accost	antasta
molester	antastare
anticipate	antecipera
discount	antecipera
anticipatory	anteciperande
mark down	anteckna
enrol	anteckna
take	anteckna
enroll	anteckna
get down	anteckna
write down	anteckna
note	anteckna
put down	anteckna
book	anteckna
down	antecknad
note	anteckning
entry	anteckning
pad	anteckningsblock
note pad	anteckningsblock
note pad	anteckningsbok
backdate	antedatera
aerial	antenn
antenna	antenn
horn	antenn
anti-	anti-
anti-america	anti-amerika
anti-american	anti-amerikansk
anti-american	antiamerikanska
antiapartheid	anti-apartheidrörelsen
antibiotics	antibiotika
antibiotic	antibiotikum
antibiotic	antibiotisk
antidemocrats	antidemokrater
anti-europe	anti-europeisk
anti-fascist	antifascistisk
anti-federalist	antifederalistiskt
antihero	antihjälte
anti-israeli	anti-israeliska
antique	antik
antiquity	antiken
antiquity	antikens folk
classical archaeology and ancient history	antikens kultur och samhällsliv
bathos	antiklimax
anticlimax	antiklimax
anticoagulant	antikoagulerande
antibody	antikropp
second-hand	antikvarisk
outmoded	antikverad
curiosity	antikvitet
antique	antikvitet
antelope	antilop
gnu	antilop
anti-monopolistic	antimonopolistisk
whether	antingen
either	antingen
flameout	antingen på grund av att bränsletillförseln stryps eller att det uppstår ett förbränningsfel
antipathy	antipati
dislike	antipati
anti-russian	antirysk
anti-russian	antiryska
anti-Semite	antisemit
anti-Semite	antisemitisk
anti-Semitic	antisemitisk
antisepsis	antiseptik
antiseptic	antiseptisk
antiseptic	antiseptiskt medel
anti-social	antisocial
antisocialism	antisocialism
antistatic	antistatisk
antithetical	antitetisk
anti-turkish	anti-turkisk
anthology	antologi
anthropogenic	antropogena
anthropology	antropologi
find	anträffa
available	anträffbar
availability	anträffbarhet
hint	antyda
imply	antyda
indicate	antyda
betoken	antyda
suggest	antyda
intimate	antyda
hint	antydan
intimation	antydan
indication	antydan
touch	antydan
suspicion	antydan
suggestion	antydan
insinuation	antydan
cue	antydning
insinuation	antydning
overtones	antydningan
engage	antälla
fire	antända
ignite	antända
ignition	antändning
firing	antändning
flashpoint	antändningstemperatur
backpassage	anus
anus	anus
allot	anvisa
assign	anvisa
direct	anvisa
appropriate	anvisa
allocate	anvisa
seat	anvisa sittplats
directive	anvisande
counsel	anvisning
directive	anvisning
instruction	anvisning
order	anvisning
direction	anvisning
remittance	anvisning
used	använd
avail	använda
utilize	använda
apply	använda
deploy	använda
practise	använda
practice	använda
wear	använda
bestow	använda
exert	använda
use	använda
adapt	använda
utilise	använda
work	använda
elbow	använda armbågarna
deodorize	använda deodorant på
deodorise	använda deodorant på
pitchfork	använda en högaffel
misuse	använda felaktigt
finish with	använda färdigt
overwork	använda för mycket
napalm	använda napalm mot
pedal	använda pedalen
anticipate	använda på förhand
lever	använda påtryckning
employ	använda sig av
go on	använda som skäl eller bevis
club	använda som tillhygge
spare	använda sparsamt
spur	använda sporrar
spur	använda sporrar på
spur	använda sporrarna
damn	använda svordomar
get through	använda upp
employment	användande
application	användande
user	användare
user identity	användaridentitet
user identity	användarnamn
user-friendly	användarvänlig
available	användbar
adaptable	användbar
workable	användbar
applicable	användbar
helpful	användbar
usable	användbar
useful	användbar
working	användbar
usefulness	användbarhet
use	användbarhet
utility	användbarhet
appliance	användning
exertion	användning
wear	användning
employment	användning
use	användning
usage	användning
operation	användning
application	användning
an	används före verb som slutar på -ing när de fungerar som substantiv i satsen
a	används före verb som slutar på -ing när de fungerar som substantiv i satsen
goodness	används i idiomatiska uttryck
Ms.	används om kvinnan inte har någon specifik titel
Greater	används vid ortnamn när man räknar in ytterområdena
aorta	aorta
ape	apa
monkey	apa
imitate	apa efter
monkey	apa efter
copy	apa efter
ape	apa utan svans
appanage	apanage
apartheid	apartheid
apathy	apati
lethargy	apati
apathetic	apatisk
lethargic	apatisk
listless	apatisk
orange	apelsin
orange	apelsinträd
aperitif	aperitif
aplomb	aplomb
apocalypse	apokalyps
apocalyptic	apokalyptisk
apologist	apologet
apology	apologi
apoplexy	apoplexi
apostle	apostel
apostrophe	apostrof
apostrophe	apostrofering
apostrophe	apostroftecken
dispensary	apotek
pharmacy	apotek
drugstore	apotek och kemikalieaffär
chemist	apotekare
druggist	apotekare
pharmacist	apotekare
pharmacy	apotekaryrke
druggist	apoteksbiträde
set	apparat
unit	apparat
device	apparat
appliance	apparat
machine	apparat
apparatus	apparat
dryer	apparat eller maskin som torkar
tie line	apparatförbindelse
apparatus	apparatur
appeal	appell
court of appeal	appellationsdomstol
appellative	appellativ
appellative	appellativisk
appeal	appellera
appendicitis	appendicit
appendix	appendix
Apennines	Appenninerna
applet	appletprogram
fix	applicera
apply	applicera
application	applicering
application	applikation
appliqué	applikationsbroderi
appliqué	applikationsteknik
applause	applåd
clap	applåd
hand	applåd
applause	applåder
clap	applådera
applaud	applådera
fetch and carry	apportera
approximation	approximativt värde
approximate	approximera
apricot	aprikos
April	april
apropos	apropå
adapt	aptera
prime	aptera
fit	aptera
stomach	aptit
appetite	aptit
appetizing	aptitlig
appetizing	aptitretande
aperitif	aptitretare
Arab	arab
Arabian	arab
Arab	arab-
Arabia	Arabien
Arabic	arabisk
Arab	arabisk
Arabian	arabisk
Arab	arabiska
Arabic	arabiska
Arabic	arabiska språket
operate	arbeta
labour	arbeta
keep at	arbeta
job	arbeta
work	arbeta
thrash out	arbeta fram
buck for	arbeta för
serve	arbeta för
overwork	arbeta för mycket
serve	arbeta hos
labour	arbeta hårt
drudge	arbeta hårt
toil	arbeta hårt
keep at	arbeta hårt
peg away at	arbeta hårt och oavbrutet
work	arbeta i
team up	arbeta i lag
beaver away	arbeta ihärdigt
knead	arbeta in
hammer away at	arbeta med
fiddle	arbeta med att sätta samman delar
recast	arbeta om
conspire	arbeta på
job	arbeta på ackord
work	arbeta sig fram
labour	arbeta sig fram
chauffeur	arbeta som chaufför
bus	arbeta som diskplockare
clerk	arbeta som expedit
clerk	arbeta som expedit eller portier
coach	arbeta som privatlärare
coach	arbeta som privatlärare åt
nurse	arbeta som sjuksköterska
char	arbeta som städhjälp
temp	arbeta tillfälligt
lash	arbeta upp
working	arbetande
blue-collar	arbetar-
working	arbetar-
tied cottage	arbetarbostad
labourer	arbetare
operative	arbetare
worker	arbetare
hand	arbetare
man	arbetare
crew	arbetare
labour	arbetare
laborer	arbetare
navvy	arbetare vid järnvägsbygge
Labour	arbetarklassen
Labour	arbetarna
Labour Party	arbetarparti
Labour	arbetarpartiet
working	arbete
operation	arbete
duty	arbete
employment	arbete
job	arbete
situation	arbete
labour	arbete
undertaking	arbete
work	arbete
occupation	arbete
undertaking	arbete som begravningsentreprenör
service	arbete som hembiträde eller betjänt och dylikt
working	arbets-
workaday	arbets-
occupational	arbets-
vocational	arbets-
hard-working	arbetsam
energetic	arbetsam
ambitious	arbetsam
strenuous	arbetsam
laborious	arbetsam
hard	arbetsam
industrious	arbetsam
diligent	arbetsam
diligence	arbetsamhet
diligently	arbetsamt
labour-saving	arbetsbesparande
workbook	arbetsbok
workload	arbetsbörda
work unit	arbetsenhet
workaday	arbetsfylld
able-bodied	arbetsför
foreman	arbetsförman
job centre	arbetsförmedling
job center	arbetsförmedling
employment office	arbetsförmedling
payroll tax	arbetsgivaravgift
master	arbetsgivare
employer	arbetsgivare
team	arbetsgrupp
gang	arbetsgrupp
task force	arbetsgrupp
workshop	arbetsgrupp
mechanics	arbetsgång
